"date","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
2022-01-03,177.830001831055,182.880004882812,177.710006713867,182.009994506836,104487900,178.443099975586
2022-01-04,182.630004882812,182.940002441406,179.119995117188,179.699996948242,99310400,176.178421020508
2022-01-05,179.610000610352,180.169998168945,174.639999389648,174.919998168945,94537600,171.492050170898
2022-01-06,172.699996948242,175.300003051758,171.639999389648,172,96904000,168.629302978516
2022-01-07,172.889999389648,174.139999389648,171.029998779297,172.169998168945,86709100,168.795989990234
2022-01-10,169.080001831055,172.5,168.169998168945,172.190002441406,106765600,168.815628051758
2022-01-11,172.320007324219,175.179992675781,170.820007324219,175.080001831055,76138300,171.64892578125
2022-01-12,176.119995117188,177.179992675781,174.820007324219,175.529998779297,74805200,172.090133666992
2022-01-13,175.779998779297,176.619995117188,171.789993286133,172.190002441406,84505800,168.815628051758
2022-01-14,171.339996337891,173.779998779297,171.089996337891,173.070007324219,80440800,169.678329467773
2022-01-18,171.509994506836,172.539993286133,169.410003662109,169.800003051758,90956700,166.472427368164
2022-01-19,170,171.080001831055,165.940002441406,166.229995727539,94815000,162.972396850586
2022-01-20,166.979995727539,169.679992675781,164.179992675781,164.509994506836,91420500,161.286071777344
2022-01-21,164.419998168945,166.330001831055,162.300003051758,162.410003662109,122848900,159.227233886719
2022-01-24,160.020004272461,162.300003051758,154.699996948242,161.619995117188,162294600,158.452682495117
2022-01-25,158.979995727539,162.759994506836,157.020004272461,159.779998779297,115798400,156.648773193359
2022-01-26,163.5,164.389999389648,157.820007324219,159.690002441406,108275300,156.560516357422
2022-01-27,162.449996948242,163.839996337891,158.279998779297,159.220001220703,121954600,156.099761962891
2022-01-28,165.710006713867,170.350006103516,162.800003051758,170.330001831055,179935700,166.99201965332
2022-01-31,170.160003662109,175,169.509994506836,174.779998779297,115541600,171.35481262207
2022-02-01,174.009994506836,174.839996337891,172.309997558594,174.610000610352,86213900,171.18815612793
2022-02-02,174.75,175.880004882812,173.330001831055,175.839996337891,84914300,172.39404296875
2022-02-03,174.479995727539,176.240005493164,172.119995117188,172.899993896484,89418100,169.511672973633
2022-02-04,171.679992675781,174.100006103516,170.679992675781,172.389999389648,82465400,169.226974487305
2022-02-07,172.860000610352,173.949996948242,170.949996948242,171.660003662109,77251200,168.510406494141
2022-02-08,171.729995727539,175.350006103516,171.429992675781,174.830001831055,74829200,171.62223815918
2022-02-09,176.050003051758,176.649993896484,174.899993896484,176.279998779297,71285000,173.045623779297
2022-02-10,174.139999389648,175.479995727539,171.550003051758,172.119995117188,90865900,168.961944580078
2022-02-11,172.330001831055,173.080001831055,168.039993286133,168.639999389648,98670700,165.545776367188
2022-02-14,167.369995117188,169.580001831055,166.559997558594,168.880004882812,86185500,165.781387329102
2022-02-15,170.970001220703,172.949996948242,170.25,172.789993286133,62527400,169.619644165039
2022-02-16,171.850006103516,173.339996337891,170.050003051758,172.550003051758,61177400,169.384048461914
2022-02-17,171.029998779297,171.910003662109,168.470001220703,168.880004882812,69589300,165.781387329102
2022-02-18,169.820007324219,170.539993286133,166.190002441406,167.300003051758,82772700,164.230392456055
2022-02-22,164.979995727539,166.690002441406,162.149993896484,164.320007324219,91162800,161.305068969727
2022-02-23,165.539993286133,166.149993896484,159.75,160.070007324219,90009200,157.133071899414
2022-02-24,152.580001831055,162.850006103516,152,162.740005493164,141147500,159.754089355469
2022-02-25,163.839996337891,165.119995117188,160.869995117188,164.850006103516,91974200,161.825332641602
2022-02-28,163.059997558594,165.419998168945,162.429992675781,165.119995117188,95056600,162.090347290039
2022-03-01,164.699996948242,166.600006103516,161.970001220703,163.199996948242,83474400,160.205612182617
2022-03-02,164.389999389648,167.360000610352,162.949996948242,166.559997558594,79724800,163.503952026367
2022-03-03,168.470001220703,168.910003662109,165.550003051758,166.229995727539,76678400,163.180023193359
2022-03-04,164.490005493164,165.550003051758,162.100006103516,163.169998168945,83737200,160.176132202148
2022-03-07,163.360000610352,165.020004272461,159.039993286133,159.300003051758,96418800,156.377182006836
2022-03-08,158.820007324219,162.880004882812,155.800003051758,157.440002441406,131148300,154.551315307617
2022-03-09,161.479995727539,163.410003662109,159.410003662109,162.949996948242,91454900,159.960189819336
2022-03-10,160.199996948242,160.389999389648,155.979995727539,158.520004272461,105342000,155.611450195312
2022-03-11,158.929992675781,159.279998779297,154.5,154.729995727539,96970100,151.890991210938
2022-03-14,151.449996948242,154.119995117188,150.100006103516,150.619995117188,108732100,147.8564453125
2022-03-15,150.899993896484,155.570007324219,150.380004882812,155.089996337891,92964300,152.244415283203
2022-03-16,157.050003051758,160,154.460006713867,159.589996337891,102300200,156.661849975586
2022-03-17,158.610000610352,161,157.630004882812,160.619995117188,75615400,157.672912597656
2022-03-18,160.509994506836,164.479995727539,159.759994506836,163.979995727539,123511700,160.971313476562
2022-03-21,163.509994506836,166.350006103516,163.009994506836,165.380004882812,95811400,162.345626831055
2022-03-22,165.509994506836,169.419998168945,164.910003662109,168.820007324219,81532000,165.72248840332
2022-03-23,167.990005493164,172.639999389648,167.649993896484,170.210006713867,98062700,167.087020874023
2022-03-24,171.059997558594,174.139999389648,170.210006713867,174.070007324219,90131400,170.876174926758
2022-03-25,173.880004882812,175.279998779297,172.75,174.720001220703,80546200,171.514221191406
2022-03-28,172.169998168945,175.729995727539,172,175.600006103516,90371900,172.37809753418
2022-03-29,176.690002441406,179.009994506836,176.339996337891,178.960006713867,100589400,175.676452636719
2022-03-30,178.550003051758,179.610000610352,176.699996948242,177.770004272461,92633200,174.508285522461
2022-03-31,177.839996337891,178.029998779297,174.399993896484,174.610000610352,103049300,171.406265258789
2022-04-01,174.029998779297,174.880004882812,171.940002441406,174.309997558594,78751300,171.111770629883
2022-04-04,174.570007324219,178.490005493164,174.440002441406,178.440002441406,76468400,175.165985107422
2022-04-05,177.5,178.300003051758,174.419998168945,175.059997558594,73401800,171.848007202148
2022-04-06,172.360000610352,173.630004882812,170.130004882812,171.830001831055,89058800,168.677276611328
2022-04-07,171.160003662109,173.360000610352,169.850006103516,172.139999389648,77594700,168.981552124023
2022-04-08,171.779998779297,171.779998779297,169.199996948242,170.089996337891,76575500,166.969146728516
2022-04-11,168.710006713867,169.029998779297,165.5,165.75,72246700,162.708831787109
2022-04-12,168.020004272461,169.869995117188,166.639999389648,167.660003662109,79265200,164.583786010742
2022-04-13,167.389999389648,171.039993286133,166.770004272461,170.399993896484,70618900,167.273483276367
2022-04-14,170.619995117188,171.270004272461,165.039993286133,165.289993286133,75329400,162.257263183594
2022-04-18,163.919998168945,166.600006103516,163.570007324219,165.070007324219,69023900,162.041305541992
2022-04-19,165.020004272461,167.820007324219,163.910003662109,167.399993896484,67723800,164.328567504883
2022-04-20,168.759994506836,168.880004882812,166.100006103516,167.229995727539,67929800,164.161651611328
2022-04-21,168.910003662109,171.529998779297,165.910003662109,166.419998168945,87227800,163.366516113281
2022-04-22,166.460006713867,167.869995117188,161.5,161.789993286133,84882400,158.821472167969
2022-04-25,161.119995117188,163.169998168945,158.460006713867,162.880004882812,96046400,159.891464233398
2022-04-26,162.25,162.339996337891,156.720001220703,156.800003051758,95623200,153.923034667969
2022-04-27,155.910003662109,159.789993286133,155.380004882812,156.570007324219,88063200,153.697235107422
2022-04-28,159.25,164.520004272461,158.929992675781,163.639999389648,130216800,160.637557983398
2022-04-29,161.839996337891,166.199996948242,157.25,157.649993896484,131747600,154.757431030273
2022-05-02,156.710006713867,158.229995727539,153.270004272461,157.960006713867,123055300,155.061782836914
2022-05-03,158.149993896484,160.710006713867,156.320007324219,159.479995727539,88966500,156.553863525391
2022-05-04,159.669998168945,166.479995727539,159.259994506836,166.020004272461,108256500,162.973861694336
2022-05-05,163.850006103516,164.080001831055,154.949996948242,156.770004272461,130525300,153.893585205078
2022-05-06,156.009994506836,159.440002441406,154.179992675781,157.279998779297,116124600,154.621078491211
2022-05-09,154.929992675781,155.830001831055,151.490005493164,152.059997558594,131577900,149.489303588867
2022-05-10,155.520004272461,156.740005493164,152.929992675781,154.509994506836,115366700,151.897918701172
2022-05-11,153.5,155.449996948242,145.809997558594,146.5,142689800,144.023284912109
2022-05-12,142.770004272461,146.199996948242,138.800003051758,142.559997558594,182602000,140.149932861328
2022-05-13,144.589996337891,148.100006103516,143.110000610352,147.110000610352,113990900,144.623016357422
2022-05-16,145.550003051758,147.520004272461,144.179992675781,145.539993286133,86643800,143.079544067383
2022-05-17,148.860000610352,149.770004272461,146.679992675781,149.240005493164,78336300,146.717010498047
2022-05-18,146.850006103516,147.360000610352,139.899993896484,140.820007324219,109742900,138.439331054688
2022-05-19,139.880004882812,141.660003662109,136.600006103516,137.350006103516,136095600,135.02799987793
2022-05-20,139.089996337891,140.699996948242,132.610000610352,137.589996337891,137426100,135.263961791992
2022-05-23,137.789993286133,143.259994506836,137.649993896484,143.110000610352,117726300,140.690643310547
2022-05-24,140.809997558594,141.970001220703,137.330001831055,140.360000610352,104132700,137.987121582031
2022-05-25,138.429992675781,141.789993286133,138.339996337891,140.520004272461,92482700,138.144393920898
2022-05-26,137.389999389648,144.339996337891,137.139999389648,143.779998779297,90601500,141.349319458008
2022-05-27,145.389999389648,149.679992675781,145.259994506836,149.639999389648,90978500,147.110244750977
2022-05-31,149.070007324219,150.660003662109,146.839996337891,148.839996337891,103718400,146.323760986328
2022-06-01,149.899993896484,151.740005493164,147.679992675781,148.710006713867,74286600,146.19596862793
2022-06-02,147.830001831055,151.270004272461,146.860000610352,151.210006713867,72348100,148.653701782227
2022-06-03,146.899993896484,147.970001220703,144.460006713867,145.380004882812,88570300,142.922256469727
2022-06-06,147.029998779297,148.570007324219,144.899993896484,146.139999389648,71598400,143.669387817383
2022-06-07,144.350006103516,149,144.100006103516,148.710006713867,67808200,146.19596862793
2022-06-08,148.580001831055,149.869995117188,147.460006713867,147.960006713867,53950200,145.458648681641
2022-06-09,147.080001831055,147.949996948242,142.529998779297,142.639999389648,69473000,140.228546142578
2022-06-10,140.279998779297,140.759994506836,137.059997558594,137.130004882812,91437900,134.811737060547
2022-06-13,132.869995117188,135.199996948242,131.440002441406,131.880004882812,122207100,129.650497436523
2022-06-14,133.130004882812,133.889999389648,131.479995727539,132.759994506836,84784300,130.515579223633
2022-06-15,134.289993286133,137.339996337891,132.160003662109,135.429992675781,91533000,133.14045715332
2022-06-16,132.080001831055,132.389999389648,129.039993286133,130.059997558594,108123900,127.861274719238
2022-06-17,130.070007324219,133.080001831055,129.809997558594,131.559997558594,134520300,129.335891723633
2022-06-21,133.419998168945,137.059997558594,133.320007324219,135.869995117188,81000500,133.573028564453
2022-06-22,134.789993286133,137.759994506836,133.910003662109,135.350006103516,73409200,133.06184387207
2022-06-23,136.820007324219,138.589996337891,135.630004882812,138.270004272461,72433800,135.93244934082
2022-06-24,139.899993896484,141.910003662109,139.770004272461,141.660003662109,89116800,139.265167236328
2022-06-27,142.699996948242,143.490005493164,140.970001220703,141.660003662109,70207900,139.265167236328
2022-06-28,142.130004882812,143.419998168945,137.320007324219,137.440002441406,67083400,135.116500854492
2022-06-29,137.460006713867,140.669998168945,136.669998168945,139.229995727539,66242400,136.876205444336
2022-06-30,137.25,138.369995117188,133.770004272461,136.720001220703,98964500,134.408645629883
2022-07-01,136.039993286133,139.039993286133,135.660003662109,138.929992675781,71051600,136.581298828125
2022-07-05,137.770004272461,141.610000610352,136.929992675781,141.559997558594,73353800,139.166870117188
2022-07-06,141.350006103516,144.119995117188,141.080001831055,142.919998168945,74064300,140.503814697266
2022-07-07,143.289993286133,146.550003051758,143.279998779297,146.350006103516,66253700,143.875839233398
2022-07-08,145.259994506836,147.550003051758,145,147.039993286133,64547800,144.554214477539
2022-07-11,145.669998168945,146.639999389648,143.779998779297,144.869995117188,63141600,142.420837402344
2022-07-12,145.759994506836,148.449996948242,145.050003051758,145.860000610352,77588800,143.394134521484
2022-07-13,142.990005493164,146.449996948242,142.119995117188,145.490005493164,71185600,143.030395507812
2022-07-14,144.080001831055,148.949996948242,143.25,148.470001220703,78140700,145.960006713867
2022-07-15,149.779998779297,150.860000610352,148.199996948242,150.169998168945,76259900,147.631256103516
2022-07-18,150.740005493164,151.570007324219,146.699996948242,147.070007324219,81420900,144.583679199219
2022-07-19,147.919998168945,151.229995727539,146.910003662109,151,82982400,148.447235107422
2022-07-20,151.119995117188,153.720001220703,150.369995117188,153.039993286133,64823400,150.452743530273
2022-07-21,154.5,155.570007324219,151.940002441406,155.350006103516,65086600,152.723709106445
2022-07-22,155.389999389648,156.279998779297,153.410003662109,154.089996337891,66675400,151.484970092773
2022-07-25,154.009994506836,155.039993286133,152.279998779297,152.949996948242,53623900,150.364288330078
2022-07-26,152.259994506836,153.089996337891,150.800003051758,151.600006103516,55138700,149.037094116211
2022-07-27,152.580001831055,157.330001831055,152.160003662109,156.789993286133,78620700,154.139343261719
2022-07-28,156.979995727539,157.639999389648,154.410003662109,157.350006103516,81378700,154.689910888672
2022-07-29,161.240005493164,163.630004882812,159.5,162.509994506836,101786900,159.762664794922
2022-08-01,161.009994506836,163.589996337891,160.889999389648,161.509994506836,67829400,158.779556274414
2022-08-02,160.100006103516,162.410003662109,159.630004882812,160.009994506836,59907000,157.304916381836
2022-08-03,160.839996337891,166.589996337891,160.75,166.130004882812,82507500,163.321472167969
2022-08-04,166.009994506836,167.190002441406,164.429992675781,165.809997558594,55474100,163.006851196289
2022-08-05,163.210006713867,165.850006103516,163,165.350006103516,56697000,162.780456542969
2022-08-08,166.369995117188,167.809997558594,164.199996948242,164.869995117188,60276900,162.307891845703
2022-08-09,164.020004272461,165.820007324219,163.25,164.919998168945,63135500,162.357131958008
2022-08-10,167.679992675781,169.339996337891,166.899993896484,169.240005493164,70170500,166.609985351562
2022-08-11,170.059997558594,170.990005493164,168.190002441406,168.490005493164,57149200,165.871643066406
2022-08-12,169.820007324219,172.169998168945,169.399993896484,172.100006103516,68039400,169.425552368164
2022-08-15,171.520004272461,173.389999389648,171.350006103516,173.190002441406,54091700,170.498596191406
2022-08-16,172.779998779297,173.710006713867,171.660003662109,173.029998779297,56377100,170.341079711914
2022-08-17,172.770004272461,176.149993896484,172.570007324219,174.550003051758,79542000,171.837478637695
2022-08-18,173.75,174.899993896484,173.119995117188,174.149993896484,62290100,171.44367980957
2022-08-19,173.029998779297,173.740005493164,171.309997558594,171.520004272461,70346300,168.854568481445
2022-08-22,169.690002441406,169.860000610352,167.139999389648,167.570007324219,69026800,164.965942382812
2022-08-23,167.080001831055,168.710006713867,166.649993896484,167.229995727539,54147100,164.631210327148
2022-08-24,167.320007324219,168.110000610352,166.25,167.529998779297,53841500,164.926574707031
2022-08-25,168.779998779297,170.139999389648,168.350006103516,170.029998779297,51218200,167.387741088867
2022-08-26,170.570007324219,171.050003051758,163.559997558594,163.619995117188,78961000,161.077331542969
2022-08-29,161.149993896484,162.899993896484,159.820007324219,161.380004882812,73314000,158.872131347656
2022-08-30,162.130004882812,162.559997558594,157.720001220703,158.910003662109,77906200,156.440521240234
2022-08-31,160.309997558594,160.580001831055,157.139999389648,157.220001220703,87991100,154.776794433594
2022-09-01,156.639999389648,158.419998168945,154.669998168945,157.960006713867,74229900,155.505279541016
2022-09-02,159.75,160.360000610352,154.970001220703,155.809997558594,76957800,153.388702392578
2022-09-06,156.470001220703,157.089996337891,153.690002441406,154.529998779297,73714800,152.128555297852
2022-09-07,154.820007324219,156.669998168945,153.610000610352,155.960006713867,87449600,153.536376953125
2022-09-08,154.639999389648,156.360000610352,152.679992675781,154.460006713867,84923800,152.059661865234
2022-09-09,155.470001220703,157.820007324219,154.75,157.369995117188,68028800,154.924438476562
2022-09-12,159.589996337891,164.259994506836,159.300003051758,163.429992675781,104956000,160.890274047852
2022-09-13,159.899993896484,160.539993286133,153.369995117188,153.839996337891,122656600,151.449310302734
2022-09-14,154.789993286133,157.100006103516,153.610000610352,155.309997558594,87965400,152.896469116211
2022-09-15,154.649993896484,155.240005493164,151.380004882812,152.369995117188,90481100,150.002151489258
2022-09-16,151.210006713867,151.350006103516,148.369995117188,150.699996948242,162278800,148.358093261719
2022-09-19,149.309997558594,154.559997558594,149.100006103516,154.479995727539,81474200,152.079345703125
2022-09-20,153.399993896484,158.080001831055,153.080001831055,156.899993896484,107689800,154.46174621582
2022-09-21,157.339996337891,158.740005493164,153.600006103516,153.720001220703,101696800,151.331176757812
2022-09-22,152.380004882812,154.470001220703,150.910003662109,152.740005493164,86652500,150.366394042969
2022-09-23,151.190002441406,151.470001220703,148.559997558594,150.429992675781,96029900,148.092269897461
2022-09-26,149.660003662109,153.770004272461,149.639999389648,150.770004272461,93339400,148.426986694336
2022-09-27,152.740005493164,154.720001220703,149.949996948242,151.759994506836,84442700,149.401611328125
2022-09-28,147.639999389648,150.639999389648,144.839996337891,149.839996337891,146691400,147.511459350586
2022-09-29,146.100006103516,146.720001220703,140.679992675781,142.479995727539,128138200,140.265823364258
2022-09-30,141.279998779297,143.100006103516,138,138.199996948242,124925300,136.052352905273
2022-10-03,138.210006713867,143.070007324219,137.690002441406,142.449996948242,114311700,140.236312866211
2022-10-04,145.029998779297,146.220001220703,144.259994506836,146.100006103516,87830100,143.82958984375
2022-10-05,144.070007324219,147.380004882812,143.009994506836,146.399993896484,79471000,144.124923706055
2022-10-06,145.809997558594,147.539993286133,145.220001220703,145.429992675781,68402200,143.169998168945
2022-10-07,142.539993286133,143.100006103516,139.449996948242,140.089996337891,85925600,137.912979125977
2022-10-10,140.419998168945,141.889999389648,138.570007324219,140.419998168945,74899000,138.237854003906
2022-10-11,139.899993896484,141.350006103516,138.220001220703,138.979995727539,77033700,136.820220947266
2022-10-12,139.130004882812,140.360000610352,138.160003662109,138.339996337891,70433700,136.190185546875
2022-10-13,134.990005493164,143.589996337891,134.369995117188,142.990005493164,113224000,140.767929077148
2022-10-14,144.309997558594,144.520004272461,138.190002441406,138.380004882812,88598000,136.229553222656
2022-10-17,141.070007324219,142.899993896484,140.270004272461,142.410003662109,85250900,140.196899414062
2022-10-18,145.490005493164,146.699996948242,140.610000610352,143.75,99136600,141.516098022461
2022-10-19,141.690002441406,144.949996948242,141.5,143.860000610352,61758300,141.624404907227
2022-10-20,143.020004272461,145.889999389648,142.649993896484,143.389999389648,64522000,141.161682128906
2022-10-21,142.869995117188,147.850006103516,142.649993896484,147.270004272461,86548600,144.981430053711
2022-10-24,147.190002441406,150.229995727539,146,149.449996948242,75981900,147.127517700195
2022-10-25,150.089996337891,152.490005493164,149.360000610352,152.339996337891,74732300,149.972610473633
2022-10-26,150.960006713867,151.990005493164,148.039993286133,149.350006103516,88194300,147.029083251953
2022-10-27,148.070007324219,149.050003051758,144.130004882812,144.800003051758,109180200,142.549758911133
2022-10-28,148.199996948242,157.5,147.820007324219,155.740005493164,164762400,153.319793701172
2022-10-31,153.160003662109,154.240005493164,151.919998168945,153.339996337891,97943200,150.957092285156
2022-11-01,155.080001831055,155.449996948242,149.130004882812,150.649993896484,80379300,148.308853149414
2022-11-02,148.949996948242,152.169998168945,145,145.029998779297,93604600,142.776214599609
2022-11-03,142.059997558594,142.800003051758,138.75,138.880004882812,97918500,136.721771240234
2022-11-04,142.089996337891,142.669998168945,134.380004882812,138.380004882812,140814800,136.455535888672
2022-11-07,137.110000610352,139.149993896484,135.669998168945,138.919998168945,83374600,136.988021850586
2022-11-08,140.410003662109,141.429992675781,137.490005493164,139.5,89908500,137.559967041016
2022-11-09,138.5,138.550003051758,134.589996337891,134.869995117188,74917800,132.994354248047
2022-11-10,141.240005493164,146.869995117188,139.5,146.869995117188,118854000,144.827453613281
2022-11-11,145.820007324219,150.009994506836,144.369995117188,149.699996948242,93979700,147.618087768555
2022-11-14,148.970001220703,150.279998779297,147.429992675781,148.279998779297,73374100,146.217880249023
2022-11-15,152.220001220703,153.589996337891,148.559997558594,150.039993286133,89868300,147.953369140625
2022-11-16,149.130004882812,149.869995117188,147.289993286133,148.789993286133,64218300,146.720748901367
2022-11-17,146.429992675781,151.479995727539,146.149993896484,150.720001220703,80389400,148.623916625977
2022-11-18,152.309997558594,152.699996948242,149.970001220703,151.289993286133,74829600,149.186004638672
2022-11-21,150.160003662109,150.369995117188,147.720001220703,148.009994506836,58724100,145.951614379883
2022-11-22,148.130004882812,150.419998168945,146.929992675781,150.179992675781,51804100,148.091430664062
2022-11-23,149.449996948242,151.830001831055,149.339996337891,151.070007324219,58301400,148.969085693359
2022-11-25,148.309997558594,148.880004882812,147.119995117188,148.110000610352,35195900,146.050231933594
2022-11-28,145.139999389648,146.639999389648,143.380004882812,144.220001220703,69246000,142.214309692383
2022-11-29,144.289993286133,144.809997558594,140.350006103516,141.169998168945,83763800,139.20671081543
2022-11-30,141.399993896484,148.720001220703,140.550003051758,148.029998779297,111380900,145.971343994141
2022-12-01,148.210006713867,149.130004882812,146.610000610352,148.309997558594,71250400,146.247467041016
2022-12-02,145.960006713867,148,145.649993896484,147.809997558594,65447400,145.75439453125
2022-12-05,147.770004272461,150.919998168945,145.770004272461,146.630004882812,68826400,144.590805053711
