"date","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
2022-01-03,145.054992675781,145.850997924805,143.712997436523,144.991500854492,28646000,143.998321533203
2022-01-04,145.39599609375,146.485000610352,143.716506958008,144.399505615234,28400000,143.410385131836
2022-01-05,144.419998168945,144.499496459961,137.688003540039,137.774993896484,54618000,136.831237792969
2022-01-06,136.998504638672,139.940002441406,136.558502197266,137.747497558594,37348000,136.803955078125
2022-01-07,138.145492553711,138.448501586914,135.766494750977,137.016998291016,29760000,136.07844543457
2022-01-10,135.078002929688,138.81950378418,133.164505004883,138.669494628906,44408000,137.719619750977
2022-01-11,138.00700378418,140.216003417969,136.692504882812,139.735992431641,28730000,138.778823852539
2022-01-12,141.149993896484,142.608001708984,140.69450378418,141.43049621582,26108000,140.461715698242
2022-01-13,141.539993286133,142.850006103516,138.408996582031,138.587005615234,31436000,137.637710571289
2022-01-14,137.078994750977,140.742004394531,136.998504638672,139.480499267578,29662000,138.525085449219
2022-01-18,136.175003051758,137.131500244141,135.438507080078,135.998001098633,34872000,135.066436767578
2022-01-19,136.523498535156,137.959503173828,135.015502929688,135.116500854492,28648000,134.190979003906
2022-01-20,136.25,137.626007080078,132.964492797852,133.307495117188,29908000,132.39436340332
2022-01-21,132.593505859375,134.865493774414,130.086502075195,130.351501464844,55652000,129.458633422852
2022-01-24,125.977996826172,131.203002929688,124.5,130.804000854492,76622000,129.908020019531
2022-01-25,128.740005493164,129.399002075195,126.500503540039,126.934997558594,46960000,126.06551361084
2022-01-26,131.119003295898,133,127.141998291016,129.233001708984,49130000,128.347778320312
2022-01-27,131.304000854492,132.652496337891,128.932495117188,129.005004882812,31950000,128.121337890625
2022-01-28,129.658996582031,133.356506347656,128.485000610352,133.350997924805,34362000,132.437561035156
2022-01-31,134.162002563477,135.473007202148,132.209503173828,135.303497314453,39986000,134.376693725586
2022-02-01,137.594497680664,137.792999267578,134.368499755859,137.643997192383,68644000,136.701156616211
2022-02-02,151.25,151.546493530273,145.522506713867,148,123200000,146.986221313477
2022-02-03,145.705505371094,149.675003051758,142.665496826172,143.089996337891,71518000,142.109848022461
2022-02-04,143.44450378418,144.875,140.514999389648,143.292999267578,57998000,142.311447143555
2022-02-07,144.25,144.25,138.899993896484,139.20100402832,54974000,138.247482299805
2022-02-08,139.026504516602,140,137.014007568359,139.399002075195,54284000,138.444152832031
2022-02-09,140.963500976562,142.524505615234,140.186996459961,141.591995239258,40144000,140.622116088867
2022-02-10,139.703506469727,141.484497070312,137.957000732422,138.619995117188,39330000,137.670455932617
2022-02-11,138.600006103516,139.156494140625,133.399993896484,134.282501220703,39958000,133.362686157227
2022-02-14,133.256500244141,136.300003051758,133.256500244141,135.526000976562,34302000,134.597671508789
2022-02-15,137.570495605469,138.108505249023,135.821502685547,136.608505249023,26680000,135.672760009766
2022-02-16,136.646499633789,138.085998535156,134.92399597168,137.738006591797,25022000,136.794509887695
2022-02-17,136.24299621582,137.113494873047,132.478500366211,132.539001464844,38950000,131.631118774414
2022-02-18,133.466995239258,134.070007324219,130.196502685547,130.40299987793,45620000,129.509780883789
2022-02-22,129.837997436523,132.18049621582,128.223495483398,129.813507080078,44990000,128.924301147461
2022-02-23,131.648498535156,132.050994873047,127.527496337891,127.587997436523,32786000,126.714027404785
2022-02-24,124.953498840332,133,124.953498840332,132.690994262695,54456000,131.782073974609
2022-02-25,133.552001953125,135.271499633789,131.751495361328,134.459503173828,36406000,133.538467407227
2022-02-28,133.050003051758,135.751495361328,132.592498779297,135.057006835938,38864000,134.131866455078
2022-03-01,134.878494262695,136.255493164062,133.218505859375,134.061492919922,26496000,133.143218994141
2022-03-02,134.628005981445,135.262496948242,133.071502685547,134.571502685547,23520000,133.649719238281
2022-03-03,136.009994506836,136.439498901367,133.025497436523,133.899505615234,24604000,132.982330322266
2022-03-04,132.927505493164,133.851501464844,130.337493896484,131.906494140625,30430000,131.002960205078
2022-03-07,131.488006591797,131.735000610352,126.294998168945,126.37850189209,45112000,125.512825012207
2022-03-08,126.25,131.25,125.674499511719,127.104499816895,40428000,126.233863830566
2022-03-09,131.25,133.735504150391,129.900497436523,133.419998168945,37026000,132.506103515625
2022-03-10,131.266006469727,133.272003173828,130.912506103516,132.429504394531,27102000,131.522399902344
2022-03-11,133.488494873047,133.795501708984,129.631500244141,129.870498657227,31526000,128.980926513672
2022-03-14,130.25,130.408996582031,125.275001525879,125.950996398926,38812000,125.088256835938
2022-03-15,126.975997924805,129.854507446289,125.720497131348,129.197998046875,30920000,128.313003540039
2022-03-16,130.733001708984,133.332992553711,128.734497070312,133.280502319336,35576000,132.367553710938
2022-03-17,133.149002075195,134.080505371094,132.184997558594,133.839004516602,28264000,132.922225952148
2022-03-18,133.424499511719,136.244003295898,132.258499145508,136.125503540039,44566000,135.193054199219
2022-03-21,136.163497924805,137.050003051758,134.092498779297,136.101501464844,26832000,135.169219970703
2022-03-22,136.101501464844,141.050003051758,136.101501464844,139.86799621582,35496000,138.909927368164
2022-03-23,138.702499389648,139.588500976562,137.835006713867,138.275497436523,25154000,137.328338623047
2022-03-24,139.199996948242,141.619003295898,137.750503540039,141.572006225586,26396000,140.602279663086
2022-03-25,141.916000366211,142.035003662109,139.737503051758,141.673004150391,24126000,140.702575683594
2022-03-28,140.900497436523,142.002502441406,139.811492919922,141.455505371094,35050000,140.486557006836
2022-03-29,142.647506713867,143.793502807617,142.038497924805,142.505493164062,34318000,141.529357910156
2022-03-30,142.460006713867,142.720504760742,141.600006103516,141.938507080078,19884000,140.966247558594
2022-03-31,142.052993774414,142.108001708984,139.024505615234,139.067504882812,37524000,138.11491394043
2022-04-01,139.5,140.470993041992,138.307495117188,140.150497436523,25942000,139.190475463867
2022-04-04,140.358505249023,143.712005615234,140.310501098633,142.971496582031,25942000,141.992156982422
2022-04-05,142.869003295898,142.990493774414,140.382507324219,140.591003417969,21418000,139.627975463867
2022-04-06,138.75,139.360504150391,135.516998291016,136.548004150391,32468000,135.612686157227
2022-04-07,136.009994506836,137.164505004883,134.227493286133,135.88850402832,26234000,134.95768737793
2022-04-08,135.58349609375,135.669998168945,132.96549987793,133.287506103516,25142000,132.37451171875
2022-04-11,131.823501586914,132.092498779297,128.668502807617,128.823501586914,36884000,127.941070556641
2022-04-12,131.600006103516,131.600006103516,126.789001464844,127.714500427246,32710000,126.839668273926
2022-04-13,128,130.333999633789,127.740997314453,129.893997192383,27928000,129.004241943359
2022-04-14,130.479507446289,130.479507446289,126.600997924805,126.730003356934,31598000,125.861930847168
2022-04-18,127,128.212493896484,126.181999206543,127.676498413086,20808000,126.801933288574
2022-04-19,127.691497802734,130.332992553711,126.999496459961,130.009002685547,26490000,129.118469238281
2022-04-20,130.891998291016,131.399002075195,127.5,128.039993286133,31696000,127.162940979004
2022-04-21,129.25,130.098495483398,124.526496887207,124.814498901367,36446000,123.959541320801
2022-04-22,125,125.402000427246,118.925003051758,119.635498046875,56884000,118.816024780273
2022-04-25,119.100997924805,123.277496337891,118.511001586914,123.073997497559,46128000,122.23095703125
2022-04-26,122.294502258301,122.51000213623,118.511001586914,118.650001525879,73054000,117.837265014648
2022-04-27,114.469497680664,117.241996765137,112.736503601074,114.294502258301,91820000,113.511589050293
2022-04-28,116.415000915527,119.64949798584,114.11499786377,118.522499084473,48884000,117.710639953613
2022-04-29,116.734497070312,117.919998168945,113.814498901367,114.109497070312,42676000,113.327857971191
2022-05-02,113.404998779297,116.745498657227,112.599998474121,116.583000183105,35534000,115.78443145752
2022-05-03,116.43049621582,118.442001342773,116.03450012207,117.333999633789,24968000,116.5302734375
2022-05-04,117.03150177002,122.854499816895,115.115997314453,122.261001586914,49916000,121.423522949219
2022-05-05,120.204002380371,121.039001464844,115.005500793457,116.505500793457,45840000,115.707458496094
2022-05-06,115.184501647949,117.571502685547,114.015502929688,115.74649810791,39710000,114.953651428223
2022-05-09,113.25,115.077003479004,112.000503540039,112.511001586914,40802000,111.74031829834
2022-05-10,115.507499694824,116.25,112.900497436523,114.394996643066,39900000,113.611404418945
2022-05-11,113.236503601074,116.364501953125,113.236503601074,113.602500915527,37534000,112.824340820312
2022-05-12,111.377502441406,114.294998168945,109.824501037598,112.84400177002,53836000,112.07103729248
2022-05-13,114.532997131348,117.875,113.605003356934,116.050498962402,35038000,115.255577087402
2022-05-16,114.955497741699,116.169998168945,113.889503479004,114.444999694824,25990000,113.661071777344
2022-05-17,116.84049987793,116.900001525879,114.870002746582,116.472999572754,23054000,115.675178527832
2022-05-18,115,115.400001525879,111.55549621582,111.89949798584,35126000,111.133003234863
2022-05-19,111.431503295898,113.01000213623,110,110.384002685547,34144000,109.627891540527
2022-05-20,111.950996398926,112.183502197266,105.796501159668,108.907997131348,48962000,108.162002563477
2022-05-23,109.587501525879,112.147499084473,108.740997314453,111.487998962402,37184000,110.724327087402
2022-05-24,105.772003173828,106.458503723145,101.884498596191,105.970001220703,76780000,105.244117736816
2022-05-25,104.985496520996,106.5,103.856498718262,105.805000305176,40258000,105.080261230469
2022-05-26,105.677001953125,108.64949798584,105.224998474121,107.792503356934,37948000,107.054138183594
2022-05-27,109.483001708984,112.318000793457,109.138496398926,112.316497802734,37914000,111.547149658203
2022-05-31,112.74649810791,115.735000610352,112.078498840332,113.762001037598,50012000,112.982757568359
2022-06-01,114.855003356934,117.101501464844,113.25,113.891998291016,36606000,113.111862182617
2022-06-02,114,117.89949798584,112.946502685547,117.622497558594,37992000,116.816802978516
2022-06-03,116.0625,116.321502685547,113.518501281738,114.541000366211,26136000,113.756416320801
2022-06-06,116.704498291016,119.34700012207,116.164001464844,116.820503234863,33542000,116.020294189453
2022-06-07,115.480499267578,117.69100189209,115.052001953125,117.14949798584,31590000,116.347038269043
2022-06-08,116.761497497559,118.570503234863,116.599998474121,117.194000244141,26108000,116.391242980957
2022-06-09,116.327499389648,118.299003601074,114.776000976562,114.835502624512,25798000,114.048896789551
2022-06-10,112.444999694824,113.278999328613,110.365997314453,111.161499023438,41452000,110.400054931641
2022-06-13,106.786499023438,108.791496276855,106.119003295898,106.392501831055,47252000,105.663726806641
2022-06-14,106.535003662109,107.924499511719,105.800003051758,106.71549987793,33706000,105.984519958496
2022-06-15,108.544998168945,111.423500061035,107.669502258301,109.764503479004,39698000,109.012626647949
2022-06-16,107.221000671387,108.648498535156,105.138000488281,106.033500671387,51684000,105.307182312012
2022-06-17,106.033500671387,108.699501037598,105.045997619629,107.143501281738,51376000,106.40958404541
2022-06-21,108.929496765137,112.489501953125,108.599998474121,111.543998718262,47416000,110.779930114746
2022-06-22,110.556503295898,113.346496582031,110.382499694824,111.487503051758,30774000,110.723838806152
2022-06-23,112.231498718262,112.742500305176,110.500503540039,112.241996765137,28362000,111.473152160645
2022-06-24,112.995002746582,118.079002380371,112.952499389648,117.974998474121,41164000,117.166893005371
2022-06-27,118.273002624512,118.579498291016,115.179496765137,115.833503723145,36420000,115.040054321289
2022-06-28,115.80249786377,117.309501647949,111.847999572754,112.007499694824,35792000,111.240264892578
2022-06-29,111.552001953125,113.160499572754,110.872497558594,111.701499938965,24716000,110.936363220215
2022-06-30,110,110.888000488281,106.75,108.962997436523,43170000,108.216606140137
2022-07-01,107.932998657227,109.25,106.730499267578,108.737503051758,35476000,107.992668151855
2022-07-05,107.10050201416,113.376998901367,105.731498718262,113.263000488281,39342000,112.487167358398
2022-07-06,113.302001953125,115.589500427246,111.475997924805,114.571998596191,37432000,113.787200927734
2022-07-07,115.080001831055,119.189498901367,114.833503723145,118.782997131348,40936000,117.969352722168
2022-07-08,117.25,119.684997558594,116.901496887207,119.353500366211,38238000,118.535949707031
2022-07-11,117.998001098633,117.998001098633,115.330497741699,115.676498413086,31196000,114.884140014648
2022-07-12,116.214996337891,116.973999023438,113.690002441406,114.020500183105,29960000,113.239471435547
2022-07-13,111.700996398926,114.195999145508,111.201499938965,111.353500366211,43722000,110.590744018555
2022-07-14,110.210502624512,111.093002319336,108.373001098633,110.367500305176,37004000,109.61149597168
2022-07-15,112.000503540039,113.140502929688,110.900001525879,111.777496337891,46770000,111.011840820312
2022-07-18,112.639999389648,113.680000305176,108.370002746582,109.029998779297,43164600,108.283149719238
2022-07-19,110.849998474121,114.019996643066,109.559997558594,113.809997558594,36530900,113.030418395996
2022-07-20,113.169998168945,115.400001525879,112.480003356934,113.900001525879,35600400,113.119804382324
2022-07-21,114.279998779297,114.550003051758,111.110000610352,114.339996337891,32676200,113.556777954102
2022-07-22,111,112.339996337891,106.5,107.900001525879,48901200,107.160903930664
2022-07-25,108.410003662109,109.870002746582,106.300003051758,107.51000213623,34690900,106.773574829102
2022-07-26,106.599998474121,107.199996948242,104.069999694824,105.019996643066,47991000,104.300621032715
2022-07-27,109.26000213623,113.910003662109,108.01000213623,113.059997558594,59858500,112.285552978516
2022-07-28,112.370002746582,114.339996337891,111.459999084473,114.220001220703,32816600,113.437606811523
2022-07-29,113.080001831055,116.709999084473,113.059997558594,116.319999694824,37223400,115.523216247559
2022-08-01,115.300003051758,116.720001220703,114.339996337891,114.860000610352,26034300,114.073219299316
2022-08-02,114,116.349998474121,113.720001220703,115.129997253418,20236000,114.341377258301
2022-08-03,115.709999084473,118.620002746582,115.480003356934,118.080001831055,28499000,117.271171569824
2022-08-04,117.480003356934,118.779998779297,116.889999389648,118.190002441406,21602900,117.380424499512
2022-08-05,116.230003356934,118.110000610352,116,117.470001220703,19159500,116.665351867676
2022-08-08,118.389999389648,120.150001525879,116.879997253418,117.300003051758,19138300,116.496513366699
2022-08-09,117.139999389648,117.319999694824,115.709999084473,116.629997253418,19086500,115.831092834473
2022-08-10,118.779998779297,120.919998168945,118.410003662109,119.699996948242,30930400,118.880065917969
2022-08-11,121.279998779297,121.48999786377,118.559997558594,118.839996337891,24293700,118.025955200195
2022-08-12,120.26000213623,121.680000305176,119.459999084473,121.680000305176,19096300,120.84651184082
2022-08-15,121.129997253418,122.300003051758,120.610000610352,122.080001831055,19494800,121.243774414062
2022-08-16,121.519996643066,122.430000305176,120.639999389648,121.699996948242,19041200,120.866371154785
2022-08-17,120.120002746582,121.290000915527,119.379997253418,119.550003051758,22847000,118.731094360352
2022-08-18,119.430000305176,120.819999694824,118.720001220703,120.169998168945,17987700,119.346855163574
2022-08-19,119.059997558594,119.150001525879,116.76000213623,117.209999084473,21809500,116.407127380371
2022-08-22,115.199996948242,115.629997253418,113.849998474121,114.23999786377,21456600,113.457473754883
2022-08-23,113.480003356934,115.01000213623,113.430000305176,113.860000610352,15870400,113.080070495605
2022-08-24,113.5,114.779998779297,112.870002746582,113.690002441406,17734600,112.911247253418
2022-08-25,114.23999786377,116.720001220703,114.110000610352,116.650001525879,16956800,115.850975036621
2022-08-26,114.720001220703,115.120002746582,110.190002441406,110.339996337891,37245700,109.584190368652
2022-08-29,109.98999786377,110.949996948242,108.800003051758,109.419998168945,21191200,108.67049407959
2022-08-30,110.169998168945,110.5,107.800003051758,108.940002441406,27513300,108.193778991699
2022-08-31,110.650001525879,110.849998474121,108.129997253418,108.220001220703,28627000,107.478713989258
2022-09-01,108.279998779297,110.449996948242,107.360000610352,109.73999786377,28360900,108.988296508789
2022-09-02,110.589996337891,110.73999786377,107.26000213623,107.849998474121,24160700,107.111228942871
2022-09-06,107.300003051758,108.029998779297,105.779998779297,106.809997558594,25068300,106.078369140625
2022-09-07,107.059997558594,109.980003356934,106.900001525879,109.449996948242,23167000,108.70027923584
2022-09-08,108.040000915527,109.599998474121,107.160003662109,108.379997253418,24238300,107.637603759766
2022-09-09,109.069999694824,110.98999786377,109.019996643066,110.650001525879,23197700,109.892066955566
2022-09-12,110.98999786377,111.620002746582,109.930000305176,110.860000610352,22966800,110.100631713867
2022-09-13,107.800003051758,108.300003051758,104.089996337891,104.319999694824,38172900,103.605422973633
2022-09-14,104.569999694824,105.279998779297,103.660003662109,105,26395100,104.28076171875
2022-09-15,104.029998779297,105.269996643066,102.349998474121,102.910003662109,34188300,102.205085754395
2022-09-16,102.069999694824,103.129997253418,100.940002441406,102.800003051758,42797200,102.095840454102
2022-09-19,101.75,103.330001831055,101.550003051758,103.069999694824,23036800,102.363990783691
2022-09-20,102.080001831055,102.370002746582,100.519996643066,101.139999389648,26517100,100.447204589844
2022-09-21,101.669998168945,102.879997253418,99.2699966430664,99.2799987792969,31487300,98.5999526977539
2022-09-22,98.8199996948242,101.23999786377,98.7900009155273,100.139999389648,34298600,99.4540557861328
2022-09-23,99.629997253418,99.6600036621094,97.4700012207031,98.7399978637695,31625400,98.0636367797852
2022-09-26,98.0999984741211,99.879997253418,97.8000030517578,98.1699981689453,27072700,97.4975433349609
2022-09-27,99.4300003051758,100,96.870002746582,97.5,30072800,96.832145690918
2022-09-28,97.6500015258789,100.699996948242,97.1100006103516,100.050003051758,32466300,99.3646774291992
2022-09-29,98.6399993896484,98.6399993896484,95.9599990844727,97.4199981689453,31047200,96.7526702880859
2022-09-30,97.0500030517578,98.9000015258789,95.5599975585938,95.6500015258789,32941500,94.9948196411133
2022-10-03,96.7600021362305,99.2900009155273,96.5199966430664,98.6399993896484,27982000,97.9643325805664
2022-10-04,100.440002441406,101.839996337891,100.379997253418,101.639999389648,28850800,100.943786621094
2022-10-05,99.8300018310547,101.930000305176,98.8000030517578,101.430000305176,22176900,100.735214233398
2022-10-06,100.680000305176,102.930000305176,100.589996337891,101.419998168945,22324000,100.725296020508
2022-10-07,99.8499984741211,100.529998779297,98.3000030517578,98.6800003051758,27502800,98.0040588378906
2022-10-10,99,99.0999984741211,97.0100021362305,97.8600006103516,18225100,97.1896820068359
2022-10-11,97.4300003051758,99.25,96.3099975585938,97.1800003051758,26507100,96.5143280029297
2022-10-12,97.3000030517578,98.75,96.7399978637695,97.5599975585938,21876400,96.891731262207
2022-10-13,95.1500015258789,99.7799987792969,94.379997253418,99.0599975585938,34574500,98.3814544677734
2022-10-14,99.9899978637695,100.690002441406,96.370002746582,96.5599975585938,25410700,95.8985748291016
2022-10-17,98.8600006103516,100.930000305176,98.8300018310547,99.9700012207031,28419200,99.2852096557617
2022-10-18,103.129997253418,103.470001220703,99.9700012207031,100.769996643066,24060700,100.079750061035
2022-10-19,100.01000213623,101.019996643066,98.9199981689453,99.629997253418,23811100,98.9475402832031
2022-10-20,100,102.319999694824,99.3899993896484,99.9700012207031,25323200,99.2852096557617
2022-10-21,97.8499984741211,101.309997558594,97.7200012207031,101.129997253418,32458700,100.43726348877
2022-10-24,101.800003051758,102.75,99.9800033569336,102.519996643066,27176400,101.817749023438
2022-10-25,102.900001525879,104.819999694824,102.720001220703,104.480003356934,40611400,103.764335632324
2022-10-26,96.4300003051758,98.3099975585938,94.6900024414062,94.9300003051758,88114100,94.2797470092773
2022-10-27,94.5199966430664,95.4300003051758,91.8000030517578,92.2200012207031,60710900,91.5883026123047
2022-10-28,92.2699966430664,96.5500030517578,92.129997253418,96.2900009155273,43697300,95.6304321289062
2022-10-31,95.4199981689453,96.0299987792969,93.9800033569336,94.5100021362305,31675000,93.8626327514648
2022-11-01,95.4499969482422,96.0299987792969,90.370002746582,90.4700012207031,47161400,89.8503036499023
2022-11-02,90.9400024414062,91.1800003051758,86.879997253418,86.9700012207031,57038300,86.374267578125
2022-11-03,86.3199996948242,86.5199966430664,83.3399963378906,83.4300003051758,61288000,82.8585205078125
2022-11-04,85.4000015258789,86.6399993896484,83.7099990844727,86.5800018310547,51124900,85.9869384765625
2022-11-07,87.2799987792969,88.9000015258789,86.8499984741211,88.4899978637695,34078900,87.8838577270508
2022-11-08,88.9000015258789,90.3199996948242,87.5899963378906,88.9000015258789,30429000,88.2910537719727
2022-11-09,88.4499969482422,89.4400024414062,87.2799987792969,87.3199996948242,31769100,86.7218704223633
2022-11-10,92.25,94.3899993896484,91.6100006103516,93.9400024414062,51620100,93.2965240478516
2022-11-11,94.6900024414062,96.9300003051758,93.9199981689453,96.4100036621094,33090500,95.7496185302734
2022-11-14,95.0899963378906,96.7900009155273,94.5100021362305,95.6999969482422,30179500,95.0444641113281
2022-11-15,98.2600021362305,100.139999389648,96.7099990844727,98.4400024414062,41640800,97.7657012939453
2022-11-16,97.9000015258789,99.6399993896484,97.6399993896484,98.8499984741211,29105200,98.1728897094727
2022-11-17,96.9700012207031,99.2799987792969,96.7900009155273,98.3600006103516,26052600,97.6862487792969
2022-11-18,98.7699966430664,98.9000015258789,96.370002746582,97.4300003051758,28342300,96.7626113891602
2022-11-21,97.2900009155273,98.4000015258789,95.3600006103516,95.5999984741211,21647400,94.9451522827148
2022-11-22,95.9499969482422,97.2200012207031,94.0500030517578,97.0500030517578,23438500,96.3852233886719
2022-11-23,97.0899963378906,98.7600021362305,97.0899963378906,98.4599990844727,18868100,97.7855682373047
2022-11-25,98.2399978637695,98.6399993896484,97.4000015258789,97.4599990844727,9701400,96.7924118041992
2022-11-28,97.0400009155273,97.5800018310547,95.6100006103516,96.0500030517578,26237500,95.3920822143555
2022-11-29,95.7300033569336,96.120002746582,94.1100006103516,95.1900024414062,20061700,94.537971496582
2022-11-30,94.8199996948242,101.040000915527,94.4199981689453,100.98999786377,43647500,100.298233032227
2022-12-01,101.019996643066,102.25,100.25,100.98999786377,28687100,100.298233032227
2022-12-02,99.0500030517578,100.769996643066,98.9000015258789,100.440002441406,21480700,99.7520065307617
2022-12-05,99.4000015258789,101.379997253418,99,99.4800033569336,24405100,98.7985763549805
2022-12-06,99.3000030517578,99.7799987792969,96.4199981689453,96.9800033569336,24910700,96.3156967163086
