"date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
2022-01-03,335.350006103516,338,329.779998779297,334.75,28865100,324.504577636719
2022-01-04,334.829986572266,335.200012207031,326.119995117188,329.010009765625,32674300,318.940246582031
2022-01-05,325.859985351562,326.070007324219,315.980010986328,316.380004882812,40054300,306.69677734375
2022-01-06,313.149993896484,318.700012207031,311.489990234375,313.880004882812,39646100,304.273345947266
2022-01-07,314.149993896484,316.5,310.089996337891,314.040008544922,32720000,304.428527832031
2022-01-10,309.489990234375,314.720001220703,304.690002441406,314.269989013672,44289500,304.651428222656
2022-01-11,313.380004882812,316.609985351562,309.890014648438,314.980010986328,29386800,305.339660644531
2022-01-12,319.670013427734,323.410003662109,317.079986572266,318.269989013672,34372200,308.528991699219
2022-01-13,320.470001220703,320.880004882812,304,304.799987792969,45366000,295.471221923828
2022-01-14,304.25,310.820007324219,303.75,310.200012207031,39846400,300.7060546875
2022-01-18,304.070007324219,309.799987792969,301.739990234375,302.649993896484,42333200,293.387054443359
2022-01-19,306.290008544922,313.910003662109,302.700012207031,303.329986572266,45933900,294.046264648438
2022-01-20,309.070007324219,311.649993896484,301.140014648438,301.600006103516,35380700,292.369201660156
2022-01-21,302.690002441406,304.109985351562,295.609985351562,296.029998779297,57984400,286.969696044922
2022-01-24,292.200012207031,297.109985351562,276.049987792969,296.369995117188,85731500,287.299255371094
2022-01-25,291.519989013672,294.989990234375,285.170013427734,288.489990234375,72848600,279.660461425781
2022-01-26,307.989990234375,308.5,293.029998779297,296.709991455078,90428900,287.628845214844
2022-01-27,302.660003662109,307.299987792969,297.929992675781,299.839996337891,53481300,290.663024902344
2022-01-28,300.230010986328,308.480010986328,294.450012207031,308.260009765625,49743700,298.825347900391
2022-01-31,308.950012207031,312.380004882812,306.369995117188,310.980010986328,46444500,301.462066650391
2022-02-01,310.410003662109,310.630004882812,305.130004882812,308.760009765625,40950400,299.31005859375
2022-02-02,309.630004882812,315.119995117188,308.880004882812,313.459991455078,36636000,303.866119384766
2022-02-03,309.489990234375,311.230010986328,299.959991455078,301.25,43730000,292.029876708984
2022-02-04,300.209991455078,308.799987792969,299.970001220703,305.940002441406,35096500,296.576324462891
2022-02-07,306.170013427734,307.839996337891,299.899993896484,300.950012207031,28533300,291.739135742188
2022-02-08,301.25,305.559997558594,299.950012207031,304.559997558594,32421200,295.238616943359
2022-02-09,309.869995117188,311.929992675781,307.390014648438,311.209991455078,31284700,301.68505859375
2022-02-10,304.040008544922,309.119995117188,300.700012207031,302.380004882812,45386200,293.125305175781
2022-02-11,303.190002441406,304.290008544922,294.220001220703,295.040008544922,39175600,286.010009765625
2022-02-14,293.769989013672,296.760009765625,291.350006103516,295,36359500,285.971130371094
2022-02-15,300.010009765625,300.799987792969,297.019989013672,300.470001220703,27058300,291.273773193359
2022-02-16,298.369995117188,300.869995117188,293.679992675781,299.5,29982100,290.933776855469
2022-02-17,296.359985351562,296.799987792969,290,290.730010986328,32461600,282.41455078125
2022-02-18,293.049987792969,293.859985351562,286.309997558594,287.929992675781,34264000,279.694671630859
2022-02-22,285,291.540008544922,284.5,287.720001220703,41736100,279.49072265625
2022-02-23,290.179992675781,291.700012207031,280.100006103516,280.269989013672,37811200,272.253814697266
2022-02-24,272.510009765625,295.160003662109,271.519989013672,294.589996337891,56989700,286.164215087891
2022-02-25,295.140014648438,297.630004882812,291.649993896484,297.309997558594,32546700,288.806427001953
2022-02-28,294.309997558594,299.140014648438,293,298.790008544922,34627500,290.244079589844
2022-03-01,296.399993896484,299.970001220703,292.149993896484,294.950012207031,31217800,286.513946533203
2022-03-02,295.359985351562,301.470001220703,293.700012207031,300.190002441406,31873000,291.604034423828
2022-03-03,302.890014648438,303.130004882812,294.049987792969,295.920013427734,27314500,287.456176757812
2022-03-04,294.290008544922,295.660003662109,287.170013427734,289.859985351562,32356500,281.569458007812
2022-03-07,288.529998779297,289.690002441406,278.529998779297,278.910003662109,43157200,270.932708740234
2022-03-08,277.799987792969,283.959991455078,270,275.850006103516,48159500,267.960235595703
2022-03-09,283.440002441406,289.600006103516,280.779998779297,288.5,35204500,280.248352050781
2022-03-10,283.019989013672,286.600006103516,280.579986572266,285.589996337891,30628000,277.421661376953
2022-03-11,287.959991455078,289.510009765625,279.429992675781,280.070007324219,27209300,272.059509277344
2022-03-14,280.339996337891,285.399993896484,275.820007324219,276.440002441406,30660700,268.533386230469
2022-03-15,280.350006103516,287.820007324219,278.730010986328,287.149993896484,34245100,278.937042236328
2022-03-16,289.109985351562,294.570007324219,283.200012207031,294.390014648438,37826300,285.969909667969
2022-03-17,293.290008544922,295.609985351562,289.369995117188,295.220001220703,30816600,286.776184082031
2022-03-18,295.369995117188,301,292.730010986328,300.429992675781,43390600,291.837158203125
2022-03-21,298.890014648438,300.140014648438,294.899993896484,299.160003662109,28351200,290.603515625
2022-03-22,299.799987792969,305,298.769989013672,304.059997558594,27599700,295.363342285156
2022-03-23,300.510009765625,303.230010986328,297.720001220703,299.489990234375,25715400,290.924072265625
2022-03-24,299.140014648438,304.200012207031,298.320007324219,304.100006103516,24484500,295.402252197266
2022-03-25,305.230010986328,305.5,299.290008544922,303.679992675781,22566500,294.994262695312
2022-03-28,304.329986572266,310.799987792969,304.329986572266,310.700012207031,29578200,301.813415527344
2022-03-29,313.910003662109,315.820007324219,309.049987792969,315.410003662109,30393400,306.388763427734
2022-03-30,313.760009765625,315.950012207031,311.579986572266,313.859985351562,28163600,304.883087158203
2022-03-31,313.899993896484,315.140014648438,307.890014648438,308.309997558594,33422100,299.491790771484
2022-04-01,309.369995117188,310.130004882812,305.540008544922,309.420013427734,27110500,300.570129394531
2022-04-04,310.089996337891,315.109985351562,309.709991455078,314.970001220703,24289600,305.961334228516
2022-04-05,313.269989013672,314.869995117188,309.869995117188,310.880004882812,23156700,301.988342285156
2022-04-06,305.190002441406,307,296.709991455078,299.5,40110400,290.933776855469
2022-04-07,296.660003662109,303.649993896484,296.350006103516,301.369995117188,31411200,292.750335693359
2022-04-08,300.440002441406,301.119995117188,296.279998779297,296.970001220703,24361900,288.476104736328
2022-04-11,291.790008544922,292.609985351562,285,285.260009765625,34569300,277.10107421875
2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.059997558594,30966700,273.992584228516
2022-04-13,282.730010986328,288.579986572266,281.299987792969,287.619995117188,21907200,279.3935546875
2022-04-14,288.089996337891,288.309997558594,279.320007324219,279.829986572266,28221600,271.826416015625
2022-04-18,278.910003662109,282.459991455078,278.339996337891,280.519989013672,20778000,272.496673583984
2022-04-19,279.380004882812,286.170013427734,278.410003662109,285.299987792969,22297700,277.139953613281
2022-04-20,289.399993896484,289.700012207031,285.369995117188,286.359985351562,22906700,278.169586181641
2022-04-21,288.579986572266,293.299987792969,280.059997558594,280.809997558594,29454600,272.7783203125
2022-04-22,281.679992675781,283.200012207031,273.380004882812,274.029998779297,29405800,266.192260742188
2022-04-25,273.290008544922,281.109985351562,270.769989013672,280.720001220703,35678900,272.690948486328
2022-04-26,277.5,278.359985351562,270,270.220001220703,46518400,262.491241455078
2022-04-27,282.100006103516,290.970001220703,279.160003662109,283.220001220703,63477700,275.119445800781
2022-04-28,285.190002441406,290.980010986328,281.459991455078,289.630004882812,33646600,281.346099853516
2022-04-29,288.609985351562,289.880004882812,276.5,277.519989013672,37073900,269.582427978516
2022-05-02,277.709991455078,284.940002441406,276.220001220703,284.470001220703,35151100,276.333709716797
2022-05-03,283.959991455078,284.130004882812,280.149993896484,281.779998779297,25978600,273.720642089844
2022-05-04,282.589996337891,290.880004882812,276.730010986328,289.980010986328,33599300,281.686096191406
2022-05-05,285.540008544922,286.350006103516,274.339996337891,277.350006103516,43260400,269.417297363281
2022-05-06,274.809997558594,279.25,271.269989013672,274.730010986328,37780300,266.872222900391
2022-05-09,270.059997558594,272.359985351562,263.320007324219,264.579986572266,47726000,257.012512207031
2022-05-10,271.690002441406,273.75,265.070007324219,269.5,39336400,261.791839599609
2022-05-11,265.679992675781,271.359985351562,259.299987792969,260.549987792969,48975900,253.097793579102
2022-05-12,257.690002441406,259.880004882812,250.020004272461,255.350006103516,51033800,248.046569824219
2022-05-13,257.350006103516,263.040008544922,255.350006103516,261.119995117188,34925100,253.651519775391
2022-05-16,259.959991455078,265.820007324219,255.779998779297,261.5,32550900,254.020706176758
2022-05-17,266.109985351562,268.329986572266,262.459991455078,266.820007324219,28828800,259.188507080078
2022-05-18,263,263.600006103516,252.770004272461,254.080001831055,31356000,247.387741088867
2022-05-19,253.899993896484,257.670013427734,251.880004882812,253.139999389648,32692300,246.47248840332
2022-05-20,257.239990234375,258.540008544922,246.440002441406,252.559997558594,39199300,245.907745361328
2022-05-23,255.490005493164,261.5,253.429992675781,260.649993896484,33175400,253.784652709961
2022-05-24,257.890014648438,261.329986572266,253.5,259.619995117188,29043900,252.781814575195
2022-05-25,258.140014648438,264.579986572266,257.130004882812,262.519989013672,28547900,255.605392456055
2022-05-26,262.269989013672,267.109985351562,261.429992675781,265.899993896484,25002100,258.896392822266
2022-05-27,268.480010986328,273.339996337891,267.559997558594,273.239990234375,26910800,266.043060302734
2022-05-31,272.529998779297,274.769989013672,268.929992675781,271.869995117188,37827700,264.709167480469
2022-06-01,275.200012207031,277.690002441406,270.040008544922,272.420013427734,25292200,265.244720458984
2022-06-02,264.450012207031,274.649993896484,261.600006103516,274.579986572266,44008200,267.347778320312
2022-06-03,270.309997558594,273.450012207031,268.410003662109,270.019989013672,28059000,262.907897949219
2022-06-06,272.059997558594,274.179992675781,267.220001220703,268.75,22400300,261.671295166016
2022-06-07,266.640014648438,273.130004882812,265.940002441406,272.5,22860700,265.322601318359
2022-06-08,271.709991455078,273,269.609985351562,270.410003662109,17372300,263.287567138672
2022-06-09,267.779998779297,272.709991455078,264.630004882812,264.790008544922,26439700,257.815643310547
2022-06-10,260.579986572266,260.579986572266,252.529998779297,252.990005493164,31422800,246.326446533203
2022-06-13,245.110000610352,249.020004272461,241.529998779297,242.259994506836,46135800,235.879043579102
2022-06-14,243.860000610352,245.740005493164,241.509994506836,244.490005493164,28651500,238.050323486328
2022-06-15,248.309997558594,255.300003051758,246.419998168945,251.759994506836,33111700,245.128860473633
2022-06-16,245.979995727539,247.419998168945,243.020004272461,244.970001220703,33169200,238.517715454102
2022-06-17,244.699996948242,250.5,244.029998779297,247.649993896484,43084800,241.127090454102
2022-06-21,250.259994506836,254.75,249.509994506836,253.740005493164,29928300,247.056686401367
2022-06-22,251.889999389648,257.170013427734,250.369995117188,253.130004882812,25939900,246.462753295898
2022-06-23,255.570007324219,259.369995117188,253.630004882812,258.859985351562,25861400,252.041809082031
2022-06-24,261.809997558594,267.980010986328,261.720001220703,267.700012207031,33923200,260.648956298828
2022-06-27,268.209991455078,268.299987792969,263.279998779297,264.890014648438,24615100,257.913024902344
2022-06-28,263.980010986328,266.910003662109,256.320007324219,256.480010986328,27295500,249.724517822266
2022-06-29,257.589996337891,261.970001220703,255.759994506836,260.260009765625,20069800,253.40495300293
2022-06-30,257.049987792969,259.529998779297,252.899993896484,256.829986572266,31730900,250.065292358398
2022-07-01,256.390014648438,259.769989013672,254.610000610352,259.579986572266,22837700,252.74284362793
2022-07-05,256.160003662109,262.980010986328,254.740005493164,262.850006103516,22941000,255.926742553711
2022-07-06,263.75,267.989990234375,262.399993896484,266.209991455078,23824400,259.198211669922
2022-07-07,265.119995117188,269.059997558594,265.019989013672,268.399993896484,20859900,261.33056640625
2022-07-08,264.790008544922,268.100006103516,263.290008544922,267.660003662109,19658800,260.610076904297
2022-07-11,265.649993896484,266.529998779297,262.179992675781,264.510009765625,19455200,257.542999267578
2022-07-12,265.880004882812,265.940002441406,252.039993286133,253.669998168945,35868500,246.988555908203
2022-07-13,250.190002441406,253.550003051758,248.110000610352,252.720001220703,29497400,246.063568115234
2022-07-14,250.570007324219,255.139999389648,245.940002441406,254.080001831055,25102800,247.387741088867
2022-07-15,255.720001220703,260.369995117188,254.770004272461,256.720001220703,29774100,249.95817565918
2022-07-18,259.75,260.839996337891,253.300003051758,254.25,20975000,247.553253173828
2022-07-19,257.579986572266,259.720001220703,253.679992675781,259.529998779297,25012600,252.694122314453
2022-07-20,259.899993896484,264.869995117188,258.910003662109,262.269989013672,22788300,255.361923217773
2022-07-21,259.790008544922,264.890014648438,257.029998779297,264.839996337891,22404700,257.864318847656
2022-07-22,265.239990234375,265.329986572266,259.070007324219,260.359985351562,21881300,253.50227355957
2022-07-25,261,261.5,256.809997558594,258.829986572266,21056000,252.012619018555
2022-07-26,259.859985351562,259.880004882812,249.570007324219,251.899993896484,39348000,245.265167236328
2022-07-27,261.160003662109,270.049987792969,258.850006103516,268.739990234375,45994000,261.66162109375
2022-07-28,269.75,277.839996337891,267.869995117188,276.410003662109,33459300,269.129608154297
2022-07-29,277.700012207031,282,276.630004882812,280.739990234375,32152800,273.345550537109
2022-08-01,277.820007324219,281.279998779297,275.839996337891,278.010009765625,21539600,270.687469482422
2022-08-02,276,277.890014648438,272.380004882812,274.820007324219,22754200,267.581451416016
2022-08-03,276.760009765625,283.5,276.609985351562,282.470001220703,23518900,275.029968261719
2022-08-04,281.799987792969,283.799987792969,280.170013427734,283.649993896484,18098700,276.178924560547
2022-08-05,279.149993896484,283.649993896484,278.679992675781,282.910003662109,16774600,275.458465576172
2022-08-08,284.049987792969,285.920013427734,279.320007324219,280.320007324219,18739200,272.936614990234
2022-08-09,279.640014648438,283.079986572266,277.609985351562,282.299987792969,23405200,274.864379882812
2022-08-10,288.170013427734,289.809997558594,286.940002441406,289.160003662109,24687800,281.543792724609
2022-08-11,290.850006103516,291.209991455078,286.510009765625,287.019989013672,20065900,279.460113525391
2022-08-12,288.480010986328,291.910003662109,286.940002441406,291.910003662109,22619700,284.221343994141
2022-08-15,291,294.179992675781,290.109985351562,293.470001220703,18085700,285.740234375
2022-08-16,291.989990234375,294.040008544922,290.420013427734,292.709991455078,18102900,285.000274658203
2022-08-17,289.739990234375,293.350006103516,289.470001220703,291.320007324219,18253400,284.248931884766
2022-08-18,290.190002441406,291.910003662109,289.079986572266,290.170013427734,17186200,283.126892089844
2022-08-19,288.899993896484,289.25,285.559997558594,286.149993896484,20570000,279.204406738281
2022-08-22,282.079986572266,282.459991455078,277.220001220703,277.75,25061100,271.008270263672
2022-08-23,276.440002441406,278.859985351562,275.399993896484,276.440002441406,17527400,269.730102539062
2022-08-24,275.410003662109,277.230010986328,275.109985351562,275.790008544922,18137000,269.095947265625
2022-08-25,277.329986572266,279.019989013672,274.519989013672,278.850006103516,16583400,272.081573486328
2022-08-26,279.079986572266,280.339996337891,267.980010986328,268.089996337891,27549300,261.582824707031
2022-08-29,265.850006103516,267.399993896484,263.850006103516,265.230010986328,20338500,258.792236328125
2022-08-30,266.670013427734,267.049987792969,260.660003662109,262.970001220703,22767100,256.587066650391
2022-08-31,265.390014648438,267.109985351562,261.329986572266,261.470001220703,24791800,255.123474121094
2022-09-01,258.869995117188,260.890014648438,255.410003662109,260.399993896484,23263400,254.079467773438
2022-09-02,261.700012207031,264.739990234375,254.470001220703,256.059997558594,22855400,249.844772338867
2022-09-06,256.200012207031,257.829986572266,251.940002441406,253.25,21328200,247.103012084961
2022-09-07,254.699996948242,258.829986572266,253.220001220703,258.089996337891,24126700,251.825500488281
2022-09-08,257.510009765625,260.429992675781,254.789993286133,258.519989013672,20319900,252.245056152344
2022-09-09,260.5,265.230010986328,260.290008544922,264.459991455078,22084700,258.040924072266
2022-09-12,265.779998779297,267.450012207031,265.160003662109,266.649993896484,18747700,260.177734375
2022-09-13,258.839996337891,260.399993896484,251.589996337891,251.990005493164,33353300,245.873565673828
2022-09-14,253.529998779297,254.229995727539,249.860000610352,252.220001220703,23913000,246.09797668457
2022-09-15,249.770004272461,251.399993896484,244.020004272461,245.380004882812,31530900,239.424011230469
2022-09-16,244.259994506836,245.300003051758,242.059997558594,244.740005493164,39791800,238.799560546875
2022-09-19,242.470001220703,245.139999389648,240.850006103516,244.520004272461,26826900,238.584899902344
2022-09-20,242.070007324219,243.509994506836,239.639999389648,242.449996948242,26660300,236.56510925293
2022-09-21,244.270004272461,247.660003662109,238.899993896484,238.949996948242,28625600,233.15007019043
2022-09-22,237.869995117188,243.860000610352,237.570007324219,240.979995727539,31061200,235.130813598633
2022-09-23,239.539993286133,241.130004882812,235.199996948242,237.919998168945,34176000,232.145080566406
2022-09-26,237.050003051758,241.449996948242,236.899993896484,237.449996948242,27694200,231.686492919922
2022-09-27,239.979995727539,241.800003051758,234.5,236.410003662109,27018700,230.671722412109
2022-09-28,236.809997558594,242.330001831055,234.729995727539,241.070007324219,29029700,235.218643188477
2022-09-29,238.889999389648,239.949996948242,234.410003662109,237.5,27484200,231.735290527344
2022-09-30,238.289993286133,240.539993286133,232.729995727539,232.899993896484,35694800,227.246932983398
2022-10-03,235.410003662109,241.610000610352,234.660003662109,240.740005493164,28880400,234.896636962891
2022-10-04,245.089996337891,250.360000610352,244.979995727539,248.880004882812,34888400,242.839080810547
2022-10-05,245.990005493164,250.580001831055,244.100006103516,249.199996948242,20347100,243.151275634766
2022-10-06,247.929992675781,250.339996337891,246.080001831055,246.789993286133,20239900,240.799789428711
2022-10-07,240.899993896484,241.320007324219,233.169998168945,234.240005493164,37769600,228.554458618164
2022-10-10,233.050003051758,234.559997558594,226.729995727539,229.25,29743600,223.685531616211
2022-10-11,227.619995117188,229.059997558594,224.110000610352,225.410003662109,30474000,219.938735961914
2022-10-12,225.399993896484,227.860000610352,223.960006713867,225.75,21903900,220.270492553711
2022-10-13,219.850006103516,236.100006103516,219.130004882812,234.240005493164,42551800,228.554458618164
2022-10-14,235.539993286133,237.240005493164,228.339996337891,228.559997558594,30198600,223.012252807617
2022-10-17,235.820007324219,238.960006713867,235.139999389648,237.529998779297,28142300,231.764541625977
2022-10-18,243.240005493164,243.929992675781,235.369995117188,238.5,26329600,232.711029052734
2022-10-19,237.039993286133,239.610000610352,234.289993286133,236.479995727539,19985700,230.740036010742
2022-10-20,235.770004272461,241.309997558594,234.869995117188,236.149993896484,21811000,230.418060302734
2022-10-21,234.740005493164,243,234.5,242.119995117188,26299700,236.243133544922
2022-10-24,243.759994506836,247.839996337891,241.300003051758,247.25,24911200,241.248641967773
2022-10-25,247.259994506836,251.039993286133,245.830001831055,250.660003662109,34775500,244.575866699219
2022-10-26,231.169998168945,238.300003051758,230.059997558594,231.320007324219,82543200,225.705307006836
2022-10-27,231.039993286133,233.690002441406,225.779998779297,226.75,40424600,221.246200561523
2022-10-28,226.240005493164,236.600006103516,226.050003051758,235.869995117188,40647700,230.14485168457
2022-10-31,233.759994506836,234.919998168945,231.149993896484,232.130004882812,28357300,226.49560546875
2022-11-01,234.600006103516,235.740005493164,227.330001831055,228.169998168945,30592300,222.631759643555
2022-11-02,229.460006713867,231.300003051758,220.039993286133,220.100006103516,38407000,214.757629394531
2022-11-03,220.089996337891,220.410003662109,213.979995727539,214.25,36633900,209.049606323242
2022-11-04,217.550003051758,221.589996337891,213.429992675781,221.389999389648,36789100,216.016326904297
2022-11-07,221.990005493164,228.410003662109,221.279998779297,227.869995117188,33498000,222.339004516602
2022-11-08,228.699996948242,231.649993896484,225.839996337891,228.869995117188,28192500,223.314743041992
2022-11-09,227.369995117188,228.630004882812,224.330001831055,224.509994506836,27852900,219.060607910156
2022-11-10,235.429992675781,243.330001831055,235,242.979995727539,46268000,237.082275390625
2022-11-11,242.990005493164,247.990005493164,241.929992675781,247.110000610352,34620200,241.112030029297
2022-11-14,241.990005493164,243.910003662109,239.210006713867,241.550003051758,31123300,235.686965942383
2022-11-15,245.660003662109,247,240.029998779297,241.970001220703,31390100,236.096771240234
2022-11-16,242.789993286133,243.800003051758,240.419998168945,241.729995727539,24093300,236.527297973633
2022-11-17,237.779998779297,243.25,237.630004882812,241.679992675781,23123500,236.478408813477
2022-11-18,243.509994506836,243.740005493164,239.029998779297,241.220001220703,27613500,236.028274536133
2022-11-21,241.429992675781,244.669998168945,241.190002441406,242.050003051758,26394700,236.840408325195
2022-11-22,243.589996337891,245.309997558594,240.710006713867,245.029998779297,19665700,239.756256103516
2022-11-23,245.110000610352,248.279998779297,244.270004272461,247.580001831055,19508500,242.251419067383
2022-11-25,247.309997558594,248.699996948242,246.729995727539,247.490005493164,9200800,242.163314819336
2022-11-28,246.080001831055,246.649993896484,240.800003051758,241.759994506836,24778200,236.556625366211
2022-11-29,241.399993896484,242.789993286133,238.210006713867,240.330001831055,17956300,235.157440185547
2022-11-30,240.570007324219,255.330001831055,239.860000610352,255.139999389648,47594200,249.648666381836
2022-12-01,253.869995117188,256.119995117188,250.919998168945,254.690002441406,26041500,249.208389282227
2022-12-02,249.820007324219,256.059997558594,249.690002441406,255.020004272461,21528500,249.531280517578
2022-12-05,252.009994506836,253.820007324219,248.059997558594,250.199996948242,23435300,244.815017700195
2022-12-06,250.820007324219,251.860000610352,243.779998779297,245.119995117188,22463700,239.844375610352
